공모전명,조회수,주최,주관,응모분야,참가자격,접수기간,1등시상금,입사_가산점,인턴정직원_채용,기획/아이디어,광고/마케팅,학술,사진/영상/UCC,디자인,문학/시나리오,건축/건설/인테리어,브랜드/네이밍,예체능,대외활동,취업/창업,IT/소프트웨어/게임,분야별_기타
칠텐 X 끄라몽 볼링 공모전,137,"칠텐, 끄라몽","한국산업기술진흥원, 대덕이노폴리스벤처협회",디자인,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생,2020-11-01 ~ 2020-11-20,150만원,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
삼천포종합사회복지관 어린이 그림그리기 대회,156,삼천포종합사회복지관,"한국산업기술진흥원, 대덕이노폴리스벤처협회",예체능,어린이/초등학생,2020-10-19 ~ 2020-11-27,150만원,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
'나. 유튜버야' 영상공모전,203,전북대학교 향토건강식품명품화사업단,알맨디자인스페이스,UCC/영상,대학생/일반인/초등학생/중학생/고등학생/제한없음,2020-10-28 ~ 2020-11-27,250만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020 경북어린이 백일장 및 사생대회,115,"경상북도, 경상북도교육청, 경북매일신문",분당야탑청소년수련관 ,예체능,경북 관내 초등학교 재학생,2020-11-02 ~ 2020-11-13,20만원/20만원,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
계산시장 어린이 그림그리기 대회,275,계산시장,분당야탑청소년수련관 ,예체능,어린이/초등학생,2020-10-26 ~ 2020-11-23,닌텐도 스위치 라이트,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
(교육/강연) KT&G 상상유니브 2020 커리어다이닝,201,KT&G 상상유니브,KT&G 상상유니브,취업/창업,대학생,2020-11-02 ~ 2020-11-29,닌텐도 스위치 라이트,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
모꼬지대한민국 태권도 마스터 인 더 하우스 SNS 영상 공모전,98,문화체육관광부,한국국제문화교류진흥원,UCC/영상,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,2020-10-20 ~ 2020-11-20,$200 상당 e기프트카드,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
세종특별자치시 지역문제 해결방안 공모전,1263,산업통상자원부,"한국산업기술진흥원, 대덕이노폴리스벤처협회",기획/아이디어광고/마케팅,대학생/대학원생/일반인/고등학생,2020-11-05 ~ 2020-11-26,150만원,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
충청북도 지역문제 해결방안 공모전,1415,산업통상자원부,"한국산업기술진흥원, 대덕이노폴리스벤처협회",기획/아이디어광고/마케팅,대학생/대학원생/일반인/고등학생,2020-11-05 ~ 2020-11-26,150만원,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
(경진대회) 한남대학교 체인지메이커 랜선경진대회,105,한남대학교,한남대학교,기획/아이디어취업/창업,대학생/한남대학교 학부 재학생,2020-11-03 ~ 2020-11-11,120만원,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
대전광역시 지역문제 해결방안 공모전,1868,산업통상자원부,"한국산업기술진흥원, 대덕이노폴리스벤처협회",기획/아이디어광고/마케팅,대학생/대학원생/일반인/고등학생,2020-11-05 ~ 2020-11-26,150만원,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
효창독립 100년공원 작품공모전 '효창의 100년을 담다' (~12/11),3661,서울특별시,(주)에스에이치네스크,디자인사진UCC/영상예체능캐릭터/만화,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음/기타,2020-11-02 ~ 2020-12-11,300만원,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
'알려주고 싶은 나의 일상' 영상 공모전,401,서울특별시 종로구,서울특별시 종로구,UCC/영상,어린이/초등학생/중학생/고등학생/기타,2020-10-26 ~ 2020-11-20,50만원 상당 상품권,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020년 청소년 진로 프로그램 크리에이터 경연대회,99,달서구청소년상담복지센터,달서구청소년상담복지센터,UCC/영상,대학생/초등학생/중학생/고등학생/제한없음,2020-11-02 ~ 2020-11-13,50만원 상당 상품권,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
쇼 미더 TOP BC카드 TOP 포인트 브랜드 디자인,245,BC카드,인천 미림극장,디자인예체능,대학생/대학원생/일반인/중학생/고등학생/제한없음,2020-10-29 ~ 2020-11-18,700만원,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
제1회 양양 관광 전국 사진 공모전,313,양양군,(사)한국사진작가협회 양양지부,사진,대학생/대학원생/일반인/중학생/고등학생/제한없음,2020-11-02 ~ 2020-11-30,300만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020 행복바라미 불교전통문화 사진 공모전,591,사단법인 날마다좋은날,대한불교조계종 중앙신도회,사진,대학생/대학원생/일반인/초등학생/중학생/고등학생/제한없음,2020-10-30 ~ 2020-11-23,300만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020년 소상공인 온라인교육 영상콘텐츠 공모전,546,"중소벤처기업부, 소상공인시장진흥공단","중소벤처기업부, 소상공인시장진흥공단",기획/아이디어UCC/영상,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/기업/제한없음,2020-11-02 ~ 2020-12-20,300만원,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2020 백운광장 도시재생 해커톤 그라운드,116,광주광역시 남구청,(주)상상오,기획/아이디어,대학생/대학원생/일반인,2020-11-03 ~ 2020-11-11,1팀 100만원 (상품권),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"대구형 배달앱, 현실이 되는 상상 제안 대구형 배달앱 아이디어 공모전",394,대구광역시,대구광역시,기획/아이디어,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,2020-11-02 ~ 2020-11-30,150만원,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
책으로 어디까지 해봤니? 시민 공모전,1980,전주시,전주시립도서관,기획/아이디어네이밍/슬로건사진UCC/영상예체능문학/수기,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,2020-11-02 ~ 2020-11-30,150만원,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0
2020 과정평가형 국가기술자격증 실무빠삭 취업성공 콘텐츠 공모전,304,한국산업인력공단,한국산업인력공단,디자인UCC/영상,제한없음,2020-11-03 ~ 2020-12-08,200만원,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
장애우권익문제연구소 제 1회 장애인권 동화 스토리 공모전,919,장애우권익문제연구소,장애우권익문제연구소,문학/수기,대학생/대학원생/일반인/중학생/고등학생/장애당사자(장애유형없음),2020-11-01 ~ 2020-12-20,70만원,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
경기 MICE 대학생 창업 아이디어 공모전,378,경기관광공사,경기관광공사,기획/아이디어취업/창업,대학생,2020-11-02 ~ 2020-12-01,600만원,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
천호공원 추억사진 공모전 공고,362,서울특별시,서울특별시동부공원녹지사업소,사진,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/서울시민 누구나,2020-11-02 ~ 2020-11-25,600만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2030부산월드엑스포 로고마크 디자인 공모전,385,"(사)2030부산월드엑스포 범시민유치위원회, 부산광역시","(사)2030부산월드엑스포 범시민유치위원회, 부산광역시",디자인,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,2020-11-02 ~ 2020-11-30,300만원,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
[한국소비자원] 소비자시대 이벤트 참여하고 선물 받자!,541,한국소비자원,한국소비자원,경품/이벤트,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,2020-11-01 ~ 2020-11-25,100만원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
크리에이터스 스테이지 어워즈,105,인천콘텐츠코리아랩,한국소비자원,기획/아이디어,제한없음,2020-11-03 ~ 2020-11-24,500만원,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020 세종교육 사진 공모전,176,세종특별자치시교육청,대한상공회의소 인력개발원 ,사진,"초등학생/중학생/고등학생/세종시 관내 초,중,고등학생, 학교 밖 청소년",2020-11-02 ~ 2020-11-13,30만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
(취업/창업) 스펙쌓고 우수 활동자는 취업까지! 서울시 강소기업 탐방프로그램 7기,172,서울시,오픈놀,광고/마케팅,대학생/대학원생/일반인,2020-11-03 ~ 2020-11-15,30만원,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
남구사랑 사진공모전,248,대구광역시 남구,오픈놀,사진,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,2020-10-26 ~ 2020-11-20,100만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
예술후원 DIY 키트 개발 아이디어 공모전,240,서울문화재단 ,서울문화재단 ,기획/아이디어,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,2020-11-02 ~ 2020-11-23,200만원,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
온실가스 배출권 전략상황실 명칭 공모,655,한국남부발전,서울문화재단 ,네이밍/슬로건,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/기업/제한없음,2020-10-28 ~ 2020-11-11,10만원상당 기프트카드,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SBA 웹툰파트너스 「2020 서울웹툰공모전」 공고,785,서울특별시,"SBA, (주)소미미디어",예체능캐릭터/만화,대학생/대학원생/일반인/중학생/고등학생/제한없음,2020-11-02 ~ 2020-11-30,2천만원,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2020년 겨울편 「서울꿈새김판」문안 공모,689,서울특별시,"SBA, (주)소미미디어",문학/수기,대학생/대학원생/일반인/어린이/초등학생/중학생/제한없음/기타,2020-11-02 ~ 2020-11-16,100만원,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
국민과 함께하는 기업마당·지포비(G4B) 홍보 콘텐츠 공모전,241,중소벤처기업부,"SBA, (주)소미미디어",디자인UCC/영상,대학생/대학원생/일반인/어린이/초등학생/중학생/제한없음/기타,2020-11-02 ~ 2020-11-25,100만원/85만원/50만원,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2020 KOMIPO 대국민 일자리 창출 아이디어 공모전,212,한국중부발전,"SBA, (주)소미미디어",기획/아이디어,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/기업/제한없음,2020-11-03 ~ 2020-11-27,100만원,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020년 성북 서울형혁신교육지구 청소년 활동영상 공모전,99,성북구청,성북구청,UCC/영상,초등학생/중학생/고등학생,2020-11-02 ~ 2020-11-27,50만원 상품권,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
안전사고 예방 사연 공모전,460,송파안전체험교육관,성북구청,문학/수기,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,2020-11-09 ~ 2020-11-27,50만원 상품권,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020년 한신대-강북구 캠퍼스타운 기획창업 공고,83,한신대 캠퍼스타운 사업단,성북구청,취업/창업,대학생/대학원생/일반인,2020-10-21 ~ 2020-11-08,50만원 상품권,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
제5회 낙동강 사진공모전,870,낙동상유역환경청,KNN,사진,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,2020-10-29 ~ 2020-12-11,100만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020 온택트대전 토토즐페스티벌 가족미디어 전국 공모전,180,대전광역시,대전마케팅공사,UCC/영상,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,2020-10-31 ~ 2020-11-30,500만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020 마포구 자원봉사 콘텐츠 공모전,227,마포구청,마포구청,UCC/영상문학/수기캐릭터/만화,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,2020-10-21 ~ 2020-11-13,500만원,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
고속도로 교통사고 경험 사례 공모,429,한국도로공사,한국도로공사,문학/수기,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,2020-10-28 ~ 2020-11-15,200만원 상당 상품권,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020 당진시 SNS 콘텐츠(CF 영상·웹툰) 공모전,1762,당진시청,당진시청,광고/마케팅UCC/영상,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,2020-10-23 ~ 2020-11-30,120만원,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2020년 국민 유튜버 공모전 ‘덕전(덕후들의 전쟁)’,1063,국방홍보원,국방홍보원,디자인UCC/영상캐릭터/만화게임/소프트웨어,대학생/대학원생/일반인/초등학생/중학생/고등학생/제한없음/유튜브 크리에이터 및 크리에이터를 꿈꾸는 모든 국민ㆍ장병,2020-10-26 ~ 2020-12-03,300만원,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
천호공원 즐기기 UCC 공모전,181,서울특별시 동부공원녹지사업소,"한국사회복지협의회, 한국서부발전",UCC/영상,대학생/대학원생/일반인/고등학생/제한없음,2020-11-02 ~ 2020-11-25,300만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"(취업/교육) '멘토식탁' 참여자 모집 (14차, 15차, 16차)",94,동구청년센터 the꿈,동구청년센터 the꿈,취업/창업,대학생/대학원생/일반인/중학생/고등학생/ 만 15세~39세의 청년 누구나!,2020-11-04 ~ 2020-11-12,체험/참여,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
성남시청년지원센터 신규 봄블리를 위한 '취미제작소' 번외 참가자 모집,107,성남시청년지원센터 청년이봄,성남시청년지원센터 청년이봄,예체능,대학생/대학원생/일반인,2020-11-06 ~ 2020-11-13,체험/참여,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
한국 고아의 어머니 윤학자 여사와 고아 사랑 웹툰·일러스트 공모전,2834,사회복지법인 윤학자공생재단,사회복지법인 공생복지재단,디자인예체능캐릭터/만화,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,2020-12-01 ~ 2021-01-31,150만원,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
「서울로미디어캔버스」 기획전시 '애니메이션',162,서울로미디어캔버스,서울특별시 문화본부 디자인정책과,UCC/영상,"대학생/대학원생/일반인/중학생/고등학생/애니메이션, 순수미술(회화, 드로잉 등), 미디어콘텐츠(미디어아트, 영상작품), 일러스트, 영화 등 시각예술 작가(경력제한 없음)",2020-09-07 ~ 2020-11-20,작품(제작)지원비 200만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
<서울로미디어캔버스> 시민영상 전시,137,서울로미디어캔버스,서울특별시 문화본부 디자인정책과,UCC/영상,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,2020-09-07 ~ 2020-11-20,상영비 30만원 지원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
컴필레이션 앨범 참여 뮤지션을 찾습니다,690,빈티지하우스,빈티지하우스,예체능,대학생/대학원생/일반인/초등학생/중학생/고등학생,2020-11-01 ~ 2020-12-15,요강참조,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
국제 시각문화 심포지엄 2021 및 국제전 작가 공모,303,CICA 미술관,CICA 미술관,디자인전시/페스티발,대학생/대학원생/일반인/중학생/고등학생/제한없음,2020-11-04 ~ 2020-11-27,요강참조,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
제54회 처용문화제 처용 이야기 그리기 대회,203,울산문화재단,울산문화재단,예체능,어린이/초등학생/중학생/고등학생,2020-10-30 ~ 2020-11-30,요강참조,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
골든타임 사수를 위한 외상사망사고 줄이기 캠페인 공모전,841,"가천대길병원(권역외상센터), 인천일보","가천대길병원(권역외상센터), 인천일보",UCC/영상문학/수기캐릭터/만화,제한없음,2020-09-01 ~ 2020-11-30,200만원,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
고창 치유 자원 활용 문화 콘텐츠 공모전,219,고창문화관광재단,고창문화관광재단,디자인UCC/영상캐릭터/만화,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,2020-09-17 ~ 2020-11-13,200만원,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
일하는 청소년이 행복한 <청소년안심일터>를 추천해주세요,185,대구청소년창의센터,대구청소년창의센터,취업/창업경품/이벤트,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음/대구시민 누구나​,2020-10-29 ~ 2020-11-22,200만원,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
유진투자증권 유튜브 콘텐츠 공모전,194,유진투자증권,유진투자증권,기획/아이디어UCC/영상,대학생/대학원생/일반인/제한없음,2020-10-26 ~ 2020-11-20,300만원,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
[NRF 웹진] 흥미로운 연구 성과에 투표하세요,336,한국연구재단,한국연구재단,경품/이벤트,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,2020-11-04 ~ 2020-12-01,300만원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
고용노동부 청년센터| '2030 라이프매거진' 2020년 12월호 원고 모집(~11/29),270,고용노동부 청년센터,한국연구재단,논문/리포트,"대학생/대학원생/일반인/2030 청년(청년의 기준은 만19세 ~ 만 39세까지),",2020-11-04 ~ 2020-11-29,300만원,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
우리 가족愛 소.확.행 - 행복‧사랑 메시지 및 가족 사진 공모전,730,대구장애인종합복지관,대구장애인종합복지관,사진문학/수기,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음/대구지역 내 장애인 가족 및 지역주민 ,2020-11-02 ~ 2020-11-20,상품권 50만원,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
조선통신사 필담창화 논문공모대회,318,부산광역시,(재)부산문화재단,논문/리포트,대학생/부산광역시 소재 대학교에 재학 중인 학생(휴학생 포함),2020-11-23 ~ 2020-11-30,300만 원,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
한국과학기술정보연구원(KISTI) 영상공모전,801,한국과학기술정보연구원(KISTI),MIFF 운영사무국,기획/아이디어디자인광고/마케팅UCC/영상과학/공학,대학생/대학원생/일반인/초등학생/중학생/고등학생/제한없음,2020-11-04 ~ 2020-12-09,500만원,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0
'평화통일' 어린이 글짓기ㆍ그림 그리기 대회,267,광진시민허브,성동광진통일한마당 추진위원회,디자인예체능문학/수기,어린이/초등학생,2020-10-22 ~ 2020-11-09,30만원,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
천안김안과 천안역본점 제2회 슬로건 공모전,737,천안김안과천안역본점,성동광진통일한마당 추진위원회,네이밍/슬로건,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,2020-11-02 ~ 2020-12-07,50만원,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
가상현실 스포츠실 신규 콘텐츠 콘테스트 공모전,153,국민체육진흥공단,성동광진통일한마당 추진위원회,기획/아이디어,대학생/대학원생/일반인/VR/AR/MR 사업을 영위하는 사업자,2020-10-29 ~ 2020-11-25,50만원,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020년 장애인식개선공모전,1315,충청남도남부장애인종합복지관,충청남도남부장애인종합복지관,디자인예체능캐릭터/만화,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생,2020-10-26 ~ 2020-12-11,30만원,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
'2020 청춘나들목 대전광역시 여행 에세이 공모전 : 대전은 이렇게 말한다' 개최,426,대전광역시 청춘나들목,대전광역시,문학/수기,대학생/대학원생/일반인,2020-11-05 ~ 2020-11-29,50만원,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020 강원 콘텐츠 키트 제작 공모전,304,강원콘텐츠코리아랩,강원콘텐츠코리아랩,기획/아이디어디자인예체능캐릭터/만화,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음/강원도 소재 학교/직장 재학/재직 중인 사람 누구나,2020-11-02 ~ 2020-11-23,300만원,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
(서포터즈) 베르몬드 공식 서포터즈 1기 모집,132,베르몬드,VERMOND,광고/마케팅UCC/영상,대학생/대학원생/일반인/기업,2020-11-04 ~ 2020-11-16,300만원,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
행복을 담아요 구리시 UCC 공모전,166,구리시청,구리시청,UCC/영상,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,2020-08-03 ~ 2020-11-16,200만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
미을공동체 브랜딩하기 로고공모전,195,군포시,코빗,디자인,대학생/대학원생/일반인/중학생/고등학생/제한없음,2020-11-02 ~ 2020-11-22,공모요강 참조,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020년 울산교육 만화·웹툰 공모전,349,울산광역시교육청,모모콘,캐릭터/만화,초등학생/중학생/고등학생/울산소재 초·중·고등학교 재학생,2020-11-09 ~ 2020-11-20,50만원,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
경북대와 함께하는 소프트웨어 사고력 페스티벌(아이디어 공모전),742,경북대학교,이티에듀,기획/아이디어과학/공학게임/소프트웨어,초등학생/중학생/고등학생,2020-11-05 ~ 2020-11-30,50만원,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
지스타2020 게임 코스프레 어워즈,402,지스타조직위원회,지스타조직위원회,사진예체능게임/소프트웨어전시/페스티발,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,2020-11-02 ~ 2020-11-17,200만원,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
하프크라이즈 브랜드 로고 디자인 공모전,658,(주)하크어패럴,하프크라이즈,기획/아이디어디자인,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,2020-11-05 ~ 2020-12-06,200만원,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
서울대공원 지도 디자이너 공모,377,서울대공원,서울대공원,기획/아이디어디자인예체능,대학생/대학원생/일반인/관련 학과 재학 이상 또는 관련 분야 종사자,2020-11-05 ~ 2020-11-17,100만원,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
서울대공원 명소 찾기 공모전,604,서울대공원,서울대공원,기획/아이디어네이밍/슬로건사진경품/이벤트전시/페스티발,대학생/대학원생/일반인/어린이/초등학생/중학생/제한없음,2020-11-05 ~ 2020-11-17,5만원 상당 문화상품권 제공,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
2020년 국가정책연구포털(NKIS) UCC 및 수기 공모전,323,경제·인문사회연구회,경제·인문사회연구회,UCC/영상문학/수기,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음/국가정책연구포털(NKIS)을 이용하는 모든 국민,2020-11-06 ~ 2020-11-29,100만원,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2021년 에몬스 장학생 14기 선발,2460,(주)에몬스가구,(주)에몬스가구,장학(금)재단,대학생,2020-11-16 ~ 2020-12-04,장학생 1인당 장학금 500만원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020 제3회 전국 청소년 평화통일 랩&트롯 경연대회,79,민주평화통일자문회의 전남지역회의,(주)에몬스가구,예체능,대학생/중학생/고등학생,2020-10-16 ~ 2020-11-07,100만원,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
펀(Fun) 인(INformation) GRTC 웹툰 공모전,211,광주광역시도시철도공사,(주)에몬스가구,캐릭터/만화,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음/광주시민 누구나,2020-10-29 ~ 2020-11-12,100만원,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020년 농정원 신규사업 대국민 아이디어 공모,161,농림수산식품교육문화정보원,대전세종관광기업지원센터,기획/아이디어,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,2020-10-19 ~ 2020-11-13,50만원,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
You Konw 개인전세기? : 제트캡 영상∙아이디어 공모전,1286,(주)제트캡,(주)제트캡,기획/아이디어광고/마케팅UCC/영상,대학생/대학원생/일반인/초등학생/중학생/고등학생/제한없음,2020-11-11 ~ 2021-03-17,100만원,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
해상교량 주변 유휴공간 활용 아이디어 공모전,522,익산지방국토관리청,(주)제트캡,기획/아이디어,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,2020-11-05 ~ 2020-12-31,100만원,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
홍천군 상징새 캐릭터 이름공모 홍천군 까치의 이름을 지어주세요!,808,홍천군청,(주)제트캡,네이밍/슬로건,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/기업/제한없음/홍천군민 누구나,2020-10-26 ~ 2020-11-20,홍천사랑상품권(50만원),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
단국대학교 전국 고교생 문예 현상공모전,360,단국대학교,단국대학교 문예창작과,문학/수기,고등학생,2020-10-14 ~ 2020-11-08,100만원,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
진로 콘텐츠 경진대회 - 너의 STEM 전공을 말해줘!,159,한국여성과학기술인지원센터 ,고용노동부,UCC/영상,대학생/대학원생/이공계열 대학(원)생 ,2020-11-04 ~ 2020-11-18,100만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
광운대학교 캠퍼스타운 2020 소셜벤처 창업교육,72,광운대학교 캠퍼스타운,서울시 캠퍼스타운,취업/창업,대학생/대학원생/일반인,2020-11-05 ~ 2020-11-13,100만원,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
장애인식개선 공모전(카드뉴스),650,기장장애인복지관,기장장애인복지관,기획/아이디어디자인사진,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,2020-10-12 ~ 2020-11-23,상품권 10만원,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
생활 속 민주주의 슬로건 공모전,662,서울특별시 생활속민주주의학습지원센터,서울특별시 생활속민주주의학습지원센터,네이밍/슬로건,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음/서울 생활권 시민,2020-11-01 ~ 2020-11-15,30만원,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020년 제 6회 학교폭력예방 및 건전한 청소년문화 UCC공모전,442,영동군청소년상담복지센터,영동군청소년상담복지센터,UCC/영상,대학생/초등학생/중학생/고등학생,2020-11-01 ~ 2020-11-30,20만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
에이즈 온택트 공모전,592,대구광역시 교육청,(사)대한에이즈예방협회 대구경북지회,네이밍/슬로건UCC/영상,"중학생/고등학생/대구, 경북 거주중인 청소년 1인 또는 1팀(4명 이하)",2020-11-02 ~ 2020-11-25,30만원,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2020 온라인 제주어 말하기 대회,289,제주대학교ㆍ제주대학교 대학혁신지원사업ㆍ제주대학교 국어문화원,제주대학교ㆍ제주대학교 대학혁신지원사업ㆍ제주대학교 국어문화원,UCC/영상예체능문학/수기,"초등학생/중학생/고등학생/  제주대학교 재학생, 제주도내 초ㆍ중ㆍ고등학생 개인 또는 2인 1조",2020-11-02 ~ 2020-11-30,50만 원 상당 상품권,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
